word,num,x,y,z
沖,10,7.179328284,5.488953739,0.494346054
母,10,7.807964049,-2.44431395,-5.363432391
モニタリング,10,-0.7993646166,0.7619822914,0.7310497133
民間,10,-3.509126725,5.060759689,0.6290884818
構築,10,-10.43226025,5.104391722,-1.588647845
区,10,7.977349484,13.02486254,10.85653702
循環,10,0.976900708,3.903258987,7.715485729
保育,10,2.655477355,3.401498459,1.864630662
社長,10,8.833231789,4.336142637,-4.406153229
人材,10,-2.446335913,0.7416354695,-0.8478734035
契約,10,-7.760556734,3.326388703,-3.947247443
案件,10,-3.800361735,0.9025291121,-1.259700821
空間,10,-5.943346434,-6.582974897,6.444129256
考察,10,-5.299815126,-0.5711472124,-5.335044594
整理,10,-5.969999057,7.444165062,1.238425767
ひとり,10,6.408679088,-0.3679669584,-0.5272450222
知,10,6.491150989,-2.259521407,-3.191102048
血管,10,-3.268872739,-5.339366464,4.631907416
破綻,10,-5.397548539,4.591380424,-5.609576115
新作,10,0.3947189333,-3.754978077,-0.7018560036
講演,10,1.215615973,1.478413286,-6.270838027
講座,10,3.551038584,0.6455851134,1.14219685
言及,10,-7.35932933,0.171970475,-8.332385982
民主,10,0.8319980736,3.695525692,-4.010124337
ルーム,10,0.8133840134,-0.5183456365,2.495765948
長男,10,8.123447127,1.195487315,-6.172016946
家計,10,-1.074149136,-0.151616631,-1.731317106
タイム,10,-0.6683213076,-4.029341135,0.6113432997
私立,10,2.290335448,2.644205065,0.4927937994
支配,10,-5.750718841,5.146056123,-8.47034907
赤字,10,-3.955742579,1.847541188,1.232382608
いくら,10,1.837375819,0.08432127969,0.3651772595
ウェブ,10,-1.110899089,-1.217398081,2.119319054
嬢,10,5.983184056,-3.408060003,-4.09227357
局長,10,5.226736502,7.018024992,-2.313884138
済,10,-2.99883029,4.254080428,0.3241951203
保,10,5.097693699,5.868493023,-0.2317432351
財政,10,-4.660612634,5.632663407,-3.085214088
合同,10,0.5494421827,7.119055652,-0.7234066701
ソープ,10,1.649949278,-1.153544208,-0.0202523924
全域,10,1.021393599,5.627526587,4.560612966
リゾート,10,2.433287138,3.962336762,3.696859861
停電,10,-3.289485987,1.016228032,1.985007638
主婦,10,4.02993819,-3.045663827,-2.350799639
激減,10,-6.421060637,4.395352739,-2.859207067
裏,10,5.067197037,-3.396728712,-0.8267900343
乾燥,10,-6.879704858,-1.797434571,4.481764931
闇,10,4.486169978,-5.476296369,-3.084800986
成人,10,-2.494986312,-1.566711075,-3.011301442
成果,10,-5.095059059,-2.366104904,-2.553199449
特急,10,2.421251703,4.415821111,7.543266488
割引,10,-4.438859597,2.636357621,4.531418442
商業,10,-0.3918813772,6.275079342,4.082684622
貿易,10,-3.716596569,5.56806687,-0.05573336813
航空,10,-2.810338705,8.189293442,4.645649507
刺激,10,-6.810031054,-4.936804378,-3.816945397
中古,10,-2.056783127,1.192448759,3.057976162
微熱,10,1.994727195,-0.365714008,0.01144497662
診察,10,-2.05640551,-0.05379777995,-2.2710829
レース,10,-3.1780599,-2.423581713,0.753124818
メニュー,10,-2.254319683,-3.01400105,4.445671122
大祭,10,4.581141517,2.405680025,0.02022977509
部員,10,3.556853269,-1.132921988,-3.178379422
操作,10,-11.96389242,-4.550042998,3.220331193
姿,10,1.848949192,-8.777170016,-4.253385513
理事,10,2.135615931,6.823067152,-3.594488753
作家,10,6.604162474,-4.014679564,-6.513645425
精度,10,-8.084025656,-6.504849181,6.578576967
暴風,10,0.581190591,0.7171002612,1.126244514
義務,10,-7.375941492,0.2867836369,-1.911413046
草,10,10.6113904,-0.6949809332,2.055102491
パワー,10,-3.330621191,-8.07253415,1.640811867
重荷,10,0.8668188179,-0.7296391367,0.03003268152
決算,10,-2.420818079,2.410541072,-0.2960183567
シリーズ,10,4.292545904,-3.523390265,0.4595902411
監視,10,-5.92633448,3.989409806,-1.363536526
コース,10,-0.1796825707,0.6639764614,7.495254289
主席,10,4.06076476,3.527761301,-4.105606049
日記,10,8.644022105,-2.625099411,-4.855003321
連中,10,2.513880376,-0.5661759792,-2.238863225
チャンネル,10,-0.02459613539,0.6338427104,4.183737785
中,9,7.81846736,0.9990893184,1.074438426
人事,9,-2.346716584,4.492356855,-3.875705112
役員,9,0.6511397306,5.013998337,-3.395771331
競馬,9,4.724093802,6.618422277,1.607082781
提言,9,-3.943852782,4.189409489,-4.771048432
設定,9,-8.456123973,0.02981596813,1.75301771
カウンター,9,-1.485039041,-1.444796602,3.680243615
遺産,9,1.291899106,4.184215456,-0.9301971254
人命,9,-0.8239519219,-1.138250718,-0.6245630341
縦,9,-3.119164974,-0.4875268766,5.959813473
直面,9,-6.004628479,2.857511788,-6.485950103
史上,9,3.703090707,-0.4231835722,-3.077764432
密接,9,-1.339819275,-1.687318506,-0.6351710526
形式,9,-5.847203007,-3.460142638,4.058796756
指揮,9,-1.609002799,3.700155839,-7.103717014
原油,9,-3.172536845,1.537119024,3.33105128
ワン,9,2.117831542,-0.7800556993,0.06570967078
招待,9,-1.023001646,4.786731061,-8.065968826
初期,9,0.2110541577,-2.08690664,2.8293578
ゲンダイ,9,1.537130105,0.1954715276,0.1613585977
ブランド,9,-2.529599383,1.022301993,3.343568395
本人,9,1.062764145,-4.824764114,-7.953121316
悲劇,9,2.582808972,-4.444340443,-6.429777553
ファミリー,9,1.422465197,-0.36956288,-0.1205416452
塾,9,8.003598837,0.6704963526,-2.567537412
グルメ,9,3.912285737,0.6309934164,1.479408023
アップデート,9,-4.813649257,0.4634452026,1.271031325
前半,9,0.5915714341,-1.060957802,0.8063683557
日時,9,-0.4170439813,1.454608578,2.001938351
シールド,9,-4.868487511,-3.033842752,5.933887473
ケア,9,-0.7959269212,-1.456675145,-0.1905118125
初,9,5.120191997,0.6240034107,2.273427906
各所,9,0.03760199994,1.826694383,4.196869267
上映,9,0.3747154753,1.633820611,0.2560592546
カウンセリング,9,-0.2652713595,-0.9122903502,-1.157994806
一定,9,-8.7810761,-2.097355144,1.824056484
メモ,9,-0.4111772186,-2.439049083,-1.73665139
器具,9,-2.954693797,-3.818161714,7.1983561
知識,9,-5.210542485,-5.687568308,-3.71241355
出社,9,0.4576279721,0.7620088095,-0.2616223323
困窮,9,-2.997631345,1.768222278,-6.543876627
バーベキュー,9,1.146039552,-0.06956052059,1.492976771
カラオケ,9,0.2638549275,-1.883231183,1.220983735
文,9,9.560803823,-1.748310497,-4.549455249
異例,9,-0.4985915433,-2.061769306,-2.442452485
セックス,9,0.7774811529,-3.168941192,-2.82720714
病,9,0.2194040451,-5.041177247,-6.502526154
ミシン,9,0.9610929056,-0.79607938,1.742481659
掃除,9,0.05626925769,-2.200348308,1.351113583
傷,9,-0.6908791353,-8.97058828,-2.595597443
解放,9,-4.789817436,4.17807066,-6.558960053
細菌,9,-3.832539732,-4.618220085,1.743463722
皮膚,9,-2.616948546,-8.147942554,2.465139353
クリ,9,1.562539431,-0.6874761371,1.011012847
スペース,9,-4.595976043,-1.535145606,8.213646912
商店,9,5.425674646,4.266282041,3.975304896
警察,9,1.190311588,5.392787462,-1.940021765
カジノ,9,-1.267596041,1.462677681,0.4974781384
フェスティバル,9,3.252411863,1.632830426,0.2562338268
明言,9,-4.901267181,1.253272939,-5.90795789
資産,9,-4.406693606,3.124188287,1.485398216
スマホ,9,1.131521434,-0.2879305517,0.8111785448
麻雀,9,3.347809469,-4.305956715,-1.107022167
反映,9,-9.877218752,1.990186191,-5.965299057
防,9,-3.63590809,0.5713168239,2.132406403
容量,9,-8.361244773,-4.377514635,10.43811095
検,9,-4.952394489,5.372006313,3.489161879
猛暑,9,0.3357001337,-0.4348856621,0.4014751578
放置,9,-7.225604057,2.907880431,-2.11068663
息子,9,5.375047783,-3.906336086,-8.921173432
唯一,9,0.949229865,0.7871822253,0.7543429086
絶望,9,-0.1120626089,-4.058443223,-7.36423462
特有,9,-0.5775732231,-3.399144477,3.034289521
血液,9,-2.623914958,-5.758560116,0.9813062506
弱毒,9,0.4415655825,-0.2458130127,0.6867613974
敵,9,-3.575886392,-8.046446721,-2.17646621
財源,9,-3.47400171,2.896049977,1.130420908
再燃,9,-1.815479094,1.43575551,-2.768102052
スクール,9,1.890712846,0.3758944294,0.4619940141
ジャ,9,4.823929138,-0.9918930608,0.8718243469
サンデー,9,4.251271494,-0.8446877586,-0.6732846772
アイドル,9,2.623303606,-4.739995023,-3.103884241
共生,8,-2.243984113,0.2425907575,0.15380545
ホール,8,5.856672333,3.758869517,3.749393963
夜間,8,-0.9181025678,1.637704181,6.561984551
加入,8,-5.440068446,7.978460127,-6.691742365
役所,8,6.867323779,7.723453397,4.82662592
エリア,8,0.466075449,3.752802213,9.871884694
工事,8,-1.873442235,8.254569757,9.113333237
除去,8,-10.47730862,-0.7094312949,1.001697763
有,8,-1.469043883,6.501416287,-1.764810044
ねこ,8,2.693914876,-0.00643272508,0.5054039055
しん,8,3.269751269,-0.01903075171,-0.1970379268
のど,8,4.829745056,-0.9716123454,0.3989062578
飴,8,3.236006489,-2.52952109,2.069249056
許可,8,-5.59026102,5.387996672,-1.546136051
パラリンピック,8,0.9894435267,1.101595476,0.6470948108
喫煙,8,-3.702609045,-0.5614727549,0.1749020099
育成,8,-4.349479229,4.334395713,-3.513739228
信者,8,-1.360347083,-2.814728456,-5.02006208
出店,8,-4.108498105,9.710710094,-0.5863099391
傷病,8,-1.258749044,1.570074485,-2.542218376
アピール,8,-6.361129526,0.127865875,-4.801167394
鳥,8,12.08406601,2.759698257,2.486347033
貸出,8,-2.449329569,3.362317795,1.655172125
演劇,8,3.91355737,-1.169594999,-3.224721755
計量,8,-3.947607283,0.5834650475,2.902443883
逆境,8,1.52567509,-1.388387089,-0.5932112002
カウント,8,-6.764137512,-1.829245188,-0.06610567905
大雨,8,-1.755906709,0.7692534424,1.840270086
肌,8,3.377358667,-7.844297236,-0.05158673458
チャート,8,-1.209721367,-2.931055421,0.9333573611
突破,8,-5.016909926,4.725817156,-2.470853517
ランド,8,5.006170522,-0.1483769659,-0.1940602515
サイン,8,0.6887461493,-2.499671949,-1.900032582
そのもの,8,2.022528668,-0.451738246,0.6537114591
経,8,2.384069984,5.876544208,-1.33876017
交代,8,-2.567991437,2.683872551,-5.144404046
夫妻,8,6.023289287,-0.003291204924,-5.487092268
防護,8,-4.309600705,0.7797955956,3.84386683
ホーム,8,1.338609485,1.754656551,9.836545871
キャラ,8,0.431319376,-8.915051598,-0.3189189891
空,8,1.561999503,-5.774409603,6.410449589
文部,8,1.209753065,4.202849309,-2.274179397
中等,8,1.306213022,2.238863099,1.598652455
世紀,8,0.9522642385,0.2014842988,-1.776664443
工夫,8,-6.972883851,-3.276396072,1.329277979
新,8,8.801591439,6.998683342,4.20445457
駐車,8,-0.483307585,7.30232617,8.371609629
スケジュール,8,-1.758550059,-1.712358359,0.8519088005
施工,8,-7.041988899,6.669824919,4.19045857
銀行,8,2.366759848,9.557439798,1.533226521
業績,8,-3.537111061,-0.95088489,-3.163622616
妊婦,8,-0.1594195367,-1.96067149,-0.4438814088
マイナス,8,-4.163879538,-4.041555399,2.562320727
保存,8,-5.353526458,5.676665027,2.932409077
首,8,4.166978538,-2.699723388,-4.201062292
ダム,8,3.912639392,5.638954239,5.789442686
絵,8,7.844670974,-6.408379502,-1.060224099
重視,8,-10.36081676,1.924123505,-4.903014565
シャワー,8,0.1559891059,-1.371112686,2.498346201
レコード,8,-0.6327884076,-2.262489076,0.1925294641
ポスト,8,-0.8225059575,1.570064304,-0.3940332665
優勝,8,0.3441787733,3.158404994,-6.9700685
チャレンジ,8,-0.2966667577,-0.5471919643,-2.017766744
書類,8,-4.557059879,0.9615026091,0.04737936557
天,8,11.17109307,0.9347615559,0.7695969838
市中,8,8.434461824,5.552029041,2.780002877
貸切,8,-0.7250536881,3.378574062,4.800024766
全文,8,-0.2940731942,-0.6842222939,0.04337596047
ジム,8,0.9726674057,-0.9202922383,0.5206672121
想像,8,-4.29772512,-5.028257431,-4.629099277
測定,8,-10.95574049,-1.288098522,3.118466223
右,8,4.462864528,-1.791787195,2.90006151
食堂,8,3.074165163,2.663769423,3.972305286
固定,8,-10.00495884,-0.03413298101,4.757250065
レビュー,8,-0.1325058742,-1.021941186,-0.4370974289
福,8,12.46397031,7.474642792,1.745757967
光,8,8.372491916,0.2454456264,2.776743251
アイテム,8,-5.450977657,-8.295210981,4.6448273
水泳,8,3.342449181,0.7024447493,0.5265626798
プラスチック,8,-2.689414883,-4.786649037,6.891639388
ポスター,8,2.225913378,-1.821453259,1.723497522
シェア,8,-5.206904083,-0.548736316,4.892600024
背景,8,-1.975244433,-2.815180204,-0.2384505612
矛盾,8,-7.57127747,-4.066150763,-4.800747356
ハンド,8,0.4831569727,-1.00012791,1.192366712
卒業,8,-0.7070073904,5.962058758,-7.346016789
劇,8,4.265272823,-5.191151008,-3.205894826
アウトドア,8,1.296001335,-0.1349427084,1.077220722
おねがい,8,2.692803267,0.07900469437,0.2188800833
物質,8,-7.225746539,-7.516500543,4.936531461
こども,8,4.876706212,2.116726705,1.721824028
累積,8,-3.723214544,0.7271772019,0.5491034332
祈念,8,0.8314075445,2.517896926,-1.508917005
講義,8,-1.188609972,-0.1826169727,-3.99525514
心身,8,-1.914576056,-3.436925226,-2.186184492
獣,8,3.010243291,-6.466639861,0.8375384033
約束,8,-2.066819921,-0.2826077038,-8.925513642
通過,8,-6.335146475,7.170912575,3.1929504
膜,8,-4.133863423,-6.532584325,6.895154888
涙,8,4.115950728,-6.702754967,-6.15611443
フロー,8,-0.008511109771,-0.2686031437,1.695007247
カメラ,8,-2.965910877,-4.842951651,6.144384386
殺到,8,-3.584981632,4.081981514,-5.012990209
出馬,8,-2.871610613,5.377082603,-8.52836787
マッサージ,8,0.7068263728,-1.943921714,0.4763164778
前期,8,1.846193669,0.9682917912,1.850257482
美術,8,6.254120797,2.299226436,-0.3261272261
持病,8,0.58048734,-2.32156414,-2.19872494
終結,8,-4.637921399,4.527486267,-5.518519752
役割,8,-4.415088799,-2.0532392,0.2660053316
宿,8,9.554468399,4.243412068,4.149140397
インストール,8,-9.940026719,0.9667215266,0.3002315683
土用,8,1.695969549,-0.1914270704,0.7855655243
映像,8,-0.8161541665,-4.017621953,2.524574369
感度,8,-3.728943804,-5.392578495,4.672958721
完成,8,-4.349961802,7.599785996,0.3640447237
就職,8,-5.281409028,5.52717915,-5.620770901
アニメ,8,2.919204581,-6.305143285,-0.7604761447
クリック,8,-5.742374825,-1.134734144,-0.02207976986
路線,8,-0.8857942524,7.399643965,9.064281516
委託,8,-3.355331742,12.37267886,1.14375145
ステージ,8,-1.42289113,-4.67052747,3.040210379
非難,8,-6.747225998,0.5536842705,-12.43912364
結婚,8,-0.05618451237,0.6353647399,-12.37215078
エアコン,8,-1.535973689,-0.529493057,5.236962054
め,8,3.029334285,-1.166154703,-0.3613892028
ファン,8,1.472924065,-5.289057027,-4.043220804
ニーズ,8,-4.209796829,-0.199164907,0.9007335648
配列,8,-6.948140306,-3.942889416,5.128786614
布,8,5.925783921,1.363097142,2.792302733
ゆ,8,6.164326116,-1.445897099,0.4488864575
結核,8,-0.8009305359,-1.176462158,-3.139534144
パン,8,2.434299976,-4.474732744,1.77082601
後手,8,-0.3218932172,-3.248686478,1.189706299
仁,8,13.73592629,1.881325141,-3.24499642
政令,8,-3.505624587,4.838157708,1.368566935
秋季,8,2.408171872,2.892181849,0.9752524559
絶滅,7,-5.649094959,1.631223622,-2.882859118
申,7,-2.0389005,3.121981849,-8.896268332
パフォーマンス,7,-2.542052426,-5.416958842,-1.748126453
普及,7,-10.5978467,3.174475419,-0.2065287086
フリー,7,0.3125049771,0.6887388161,-0.2831880807
モノ,7,1.049744029,-5.130575827,0.2192381953
構成,7,-7.706406006,2.306219461,-0.4481707812
低迷,7,0.5433350664,-0.01275275328,0.1757184241
初回,7,2.897688022,-2.265350771,3.247861793
克服,7,-7.574537281,-0.1656403952,-5.797750474
警告,7,-6.740515639,-1.490756482,-3.613321886
ナンバー,7,-0.150119284,1.097885807,3.123115916
桜,7,11.45786904,2.612236186,1.774742073
クリニック,7,3.03735163,-0.2316660625,0.1898768365
商工,7,5.110912419,9.61796471,1.261747841
好評,7,-3.373516883,-1.950014002,-3.934606186
就任,7,-0.2110485567,11.13582144,-11.98050205
透析,7,-1.95678221,-1.411354846,2.83351026
欠,7,-4.315925759,-4.753660324,-0.3630323237
トーク,7,0.407509449,-4.917890796,-2.790377421
治癒,7,-4.334387337,-2.100510627,-2.492415543
エタノール,7,-3.949419577,-1.815080838,2.480736333
否,7,-4.235921663,-3.923163527,-0.9680728342
構造,7,-7.156522506,-3.72850737,8.931255308
結論,7,-6.741974141,-3.471482291,-4.333864808
バー,7,1.079153978,-2.929731288,1.907405224
追記,7,-1.374299178,1.035599081,-0.6013104612
寄贈,7,-2.189176924,8.394145648,-3.90338023
パック,7,-1.251219901,-2.09467827,4.976532491
還元,7,-9.984132014,-1.296677812,-0.06005952775
計測,7,0.4024837242,0.2010644256,2.280944916
データバンク,7,1.525214171,0.6642384355,0.1779295849
血,7,2.27112786,-9.530754271,-2.578269313
巷,7,2.385059419,-1.130005977,-0.446312587
謳歌,7,-0.09049104689,1.069435177,-1.812379963
法律,7,-6.554726337,4.761617774,-3.288909474
春節,7,1.45095698,0.5584212078,0.3731272289
署名,7,-5.497439299,4.268575116,-6.801931296
スタンプ,7,-0.1655006415,0.480030152,4.175479115
ゾーン,7,1.426794604,0.721875124,6.177970547
確立,7,-9.443356593,5.517852138,-7.08751148
ビル,7,4.367184713,6.385734988,6.398401385
かなり,7,2.618992747,-1.65415047,0.6708398581
エビデンス,7,0.3423116533,-0.5749246851,0.1431041762
カー,7,-0.01496818389,-1.578442799,1.157852927
週間,7,-1.390676978,-0.5900358078,-0.9212695382
加工,7,-7.273988946,-0.01492066784,5.994254025
指針,7,-4.012005105,-0.3025528981,0.9181631961
大人,7,0.5866730062,-6.759877948,-1.433071459
ガラス,7,-0.4343639054,-4.656951268,7.682583705
スポット,7,0.01942857831,-1.395642362,2.893514343
プレミアム,7,4.259014781,-0.5410559218,1.457071372
技能,7,-4.013646868,-1.872807732,0.7550352734
一同,7,2.957661428,-0.3243317427,-3.270156094
ブラック,7,0.4748723985,-3.01016298,-0.1591142228
感想,7,0.6001008797,-4.054191237,-3.459063215
同調,7,-5.116887905,1.952515626,-6.563704591
定例,7,1.753258668,1.469626171,-2.015501988
コミッショナー,7,1.494162004,1.520513193,-1.597914689
知人,7,3.026475308,-1.914397574,-4.485761145
直前,7,2.81018436,-0.3164801329,-0.06994801116
バスケットボール,7,1.467851842,-0.4416344162,-1.089779658
健,7,9.409874098,-1.425406003,-4.728335715
ネットワーク,7,-5.422818226,2.335380158,4.0273663
ウソ,7,2.439212056,-3.563659608,-1.231838709
生存,7,-2.39145803,1.544562152,-4.311658045
陸上,7,0.4328653965,3.850374751,3.879568468
ウェブサイト,7,-1.796436277,2.332398839,1.058402573
ユーザー,7,-8.981205724,-3.861350973,1.164495303
業者,7,-2.858611032,2.360547345,3.42006765
デビュー,7,2.020566889,-0.03866782976,-7.869367632
追跡,7,-3.480606688,0.3505886246,-3.879633985
登校,7,-1.537005511,0.3728864932,-3.527721432
路上,7,1.534363401,-0.5673311407,2.552301009
選考,7,-3.101445894,2.156011187,-4.761332442
マン,7,4.31502151,-3.140718696,-2.38137196
保安,7,-2.183279396,6.24179284,3.050424116
列島,7,2.659711012,-0.4787048996,1.940285576
必需,7,0.2926343859,0.09227781581,0.9601305613
定着,7,-6.529977573,2.16283496,-6.00627991
送料,7,1.019972529,0.603930231,1.245331349
信仰,7,-2.690306679,-2.022995391,-7.307852941
フラン,7,-0.03890361511,0.2816808379,-0.4198435422
エントリー,7,-3.404080048,2.729151511,-3.567467541
無線,7,-3.748337278,4.195865727,6.00638951
出願,7,-5.043051425,5.815253098,-3.017827107
マス,7,-1.274299773,-5.262977215,5.773956582
記憶,7,-4.05894006,-7.490639185,-3.595993342
中部,7,4.042178747,7.377942329,4.613754709
目標,7,-6.16487554,-1.331441422,1.45438326
定休,7,1.525237172,0.4962635588,0.6574581145
定義,7,-11.10224627,-0.5672100944,-0.6364769929
マガジン,7,1.969957039,-2.011644389,0.9710535994
自衛,7,-2.155769112,4.886636138,-0.1842783543
寿,7,9.084753166,-1.351650842,-0.3090290612
南東,7,3.757664161,4.407955166,4.809603688
利益,7,-8.420712815,-0.5685477814,-2.503209856
嵐,7,8.159919129,-0.3377392481,0.2111855434
返信,7,-1.701899945,0.4997939736,-1.522951236
髪,7,2.986613532,-9.76403685,-2.295987212
前提,7,-6.098683513,-3.027295803,2.157406304
噂,7,1.013475983,-4.130053469,-6.741978124
スタンド,7,-1.786048057,-2.274313298,4.900388649
夏季,7,0.479984549,3.031595206,4.359348355
我慢,7,-0.8466033548,-2.097211575,-3.558032135
フォーム,7,-1.86433059,-5.494728145,1.4291637
殺人,7,7.596193849,-1.009529408,-2.852480697
上記,7,-1.502048839,-0.4348265679,2.999551418
家賃,7,-0.5185450663,0.4345248837,0.7740691714
工作,7,-1.50894703,1.998539619,-0.9734243816
解雇,7,-6.400456483,3.17949717,-8.88178397
スイッチ,7,-4.538853861,-5.329859391,7.240538633
マル,7,3.026863235,-0.4382164773,-0.2808348339
フリーランス,7,0.455997108,-0.07126541205,-1.72393741
アーティスト,7,-0.4527013802,-3.117921189,-2.548331598
指標,7,-4.947383807,-2.638007385,3.398896731
華,7,11.01682563,0.6770564655,-2.670648536
役,7,12.02186982,-1.888419332,-4.543756443
魂,7,4.928265072,-7.641541269,-3.602850114
連載,7,1.171783285,-0.3995960623,-5.658700849
メイン,7,2.039139906,-0.6249025702,1.829551643
損害,7,-6.198953808,1.483690542,-1.691657372
喚起,7,-4.437636329,0.7619576615,-1.456315984
ファイト,7,2.006582894,-1.470731422,-0.9378129236
水道,7,0.1306725033,7.287098059,6.9700771
ホモ,7,1.476068711,-1.64492076,0.5699976858
プラン,7,-3.064580426,1.572154521,2.965264264
アート,7,2.761725115,-0.8990611992,0.9692170568
面,7,-0.6130746138,-4.551071016,3.731409198
ベース,7,-2.063077989,-2.398638799,4.86591294
ダイヤモンド,7,1.281122315,-2.268775867,2.202918893
プリンセス,7,3.441494698,-1.322236231,-1.600722802
推定,7,-5.249304548,2.032954115,-1.508976254
獲得,7,-7.499072443,3.455370309,-8.243384992
ポータルサイト,6,-0.04703407255,0.9060484321,1.465861862
バブル,6,-1.321666549,-0.3230484239,1.097820359
ハロー,6,2.494444605,-0.290684606,1.127493374
振興,6,3.002441864,11.00445603,3.455885185
友,6,12.10546897,0.6890683341,-3.848441166
末期,6,3.249499642,2.163730041,1.734698328
顧客,6,-6.975163419,0.4131634747,1.369088452
向上,6,-10.32881548,2.502265672,2.491921486
拍手,6,-0.1043779922,-2.458054905,-2.098690483
こころ,6,3.797752336,0.3913701656,0.2318507837
疾病,6,-3.441077273,-1.046892329,-0.2037970942
タイトル,6,0.7353165209,-4.796527353,-1.95336975
キャッチ,6,-2.370134787,-1.021709174,-0.3858014448
スタジアム,6,1.060714867,3.255402257,3.759267153
アウト,6,-3.486175784,-4.881100034,-1.688939411
尊重,6,-7.070025835,2.424597135,-9.321990863
夫婦,6,3.890866705,-3.05905978,-3.545705652
ゲスト,6,5.725682434,-2.554873548,-4.457839345
武器,6,-4.375756072,-6.675451291,2.201703981
採取,6,-6.429519806,3.420292943,0.8831523617
出荷,6,-7.075835726,5.548302501,4.04803746
恐慌,6,-2.565421294,1.074543807,-2.445563967
消化,6,-6.763990487,-2.087736127,0.3724824154
同行,6,-1.625270867,4.45720321,-8.908617817
手順,6,-5.400770478,-4.562753624,2.292839867
休暇,6,0.1219993713,2.475502877,-1.762337186
ニュー,6,2.939630325,0.6653604216,1.693929332
ジュース,6,0.7776277213,-2.719190428,2.380728568
キッチン,6,2.070158194,-0.2396179537,1.600667589
マナー,6,-0.6534099041,-2.656042283,-0.6544835351
提唱,6,-6.902504322,5.393486472,-8.354387431
ラン,6,4.403269516,-3.444443202,0.8607554779
行,6,-1.261975902,1.711854326,2.85883771
案,6,-0.5060751003,3.708578858,2.490504893
あま,6,2.391062224,1.154844983,0.5442200298
知性,6,-1.582700211,-6.423807274,-1.900320926
親子,6,4.038644783,-3.951643184,-3.0715968
レンタル,6,-1.559687978,2.672283156,1.929308569
通報,6,-6.384611422,3.674860863,-0.2935300403
倉庫,6,1.518911322,4.174762215,5.895085417
露呈,6,-3.86642066,1.170706342,-3.438784804
プロフィール,6,1.749391004,-1.797741593,-1.217693129
プラザ,6,4.770968805,6.214507746,4.330272274
腸,6,0.1502295706,-3.925594371,1.475452368
再生,6,-6.91868826,1.753230323,1.876694705
ドリンク,6,0.6583852093,-1.809518731,1.948534364
バーチャル,6,1.187384055,-0.4355225102,0.6878647
歌,6,9.783668931,-3.084010168,-3.218009314
娘,6,9.491151814,-3.765231421,-7.503701809
後援,6,0.6568930271,1.1814833,-2.889860839
ベスト,6,1.115691491,-1.806287382,-1.015992414
表,6,-2.197684451,0.589606443,-1.862062686
解明,6,-7.337778605,-0.712644686,-3.571169059
認可,6,-5.068171955,9.028820948,0.8362189078
思考,6,-4.892161441,-6.660537878,-2.808860732
おじさん,6,3.525644618,-0.5180778317,0.1663730672
イオン,6,-1.239071832,0.9591391178,7.353433191
コーティング,6,-3.125533015,-0.7620306534,2.179622032
産地,6,1.586932185,0.7311319941,4.414070814
ヤバ,6,2.187992398,-0.3126582192,-0.0681888885
オン,6,-0.3239690499,-1.279649808,1.226806297
習慣,6,-2.354640756,-5.345355198,-1.601864052
注文,6,-4.887463161,-0.2374299007,-0.6075175201
観,6,-0.4589285764,1.609569384,1.58015401
官僚,6,0.36094988,2.125697141,-5.438783834
撲滅,6,0.07128277642,0.9714169666,-2.956402544
所得,6,-6.686899871,0.7657393664,0.2684366412
形態,6,-6.021182447,-4.242671093,5.587542363
通販,6,0.2400748506,-0.53442788,1.754962931
里,6,15.59735762,3.792086171,0.8382914499
意志,6,-3.288002892,-6.656308768,-6.314422008
姿勢,6,-4.459472563,-5.106594852,-3.805138633
エコ,6,1.133536283,0.03285872001,0.9521323681
全開,6,0.3320193669,-1.996084916,1.501628599
床,6,-0.4365657194,-1.612252704,7.724317005
告示,6,-3.432783413,6.54537471,0.03186235416
粘膜,6,-1.259442992,-3.633288348,3.227716111
付着,6,-7.949431297,-1.066298826,2.009403749
侵入,6,-6.526692004,4.116262459,-4.355032357
常識,6,-1.815953325,-6.880636847,-3.916388776
球菌,6,0.7443060695,-1.357525491,1.604828209
音,6,1.927195725,-5.128516697,1.990622607
補正,6,-8.090964006,-2.318752221,3.58681669
次期,6,0.776548951,1.793679455,-2.455038884
ラボ,6,1.616127163,0.263057955,1.082685538
都合,6,-4.474546574,-1.746228524,1.108168061
オフィス,6,1.658641733,2.792279592,2.699286227
適用,6,-12.44300912,6.662597901,-1.357442472
縁,6,2.679595076,-4.649087599,-1.556284675
半額,6,-0.5470255713,0.5306715378,1.707429995
幹事,6,3.739416847,4.938648731,-2.403617322
地獄,6,6.526836486,-4.791100011,-2.335536444
食料,6,-3.065045803,0.7253853488,2.222291255
酸素,6,-7.486282354,-5.762512344,4.923737205
筆者,6,1.90401324,-1.389244222,-0.7170773205
かぜ,6,1.740875376,0.3004999259,1.033238994
立法,6,-5.67494259,3.920308983,-4.656083082
出典,6,0.2385737432,0.3865489316,-0.06678168492
左,6,6.829525229,-1.364585418,2.18890975
株主,6,-1.890503282,5.180989188,-0.9629454092
ワイドショー,6,0.620567619,-1.733256635,-1.366093579
一変,6,-3.142708613,1.859262042,-4.820523107
開演,6,1.035206895,0.449256805,0.1591124269
期日,6,-1.686454454,1.457424338,0.3616133527
中華,6,2.258176109,2.925527529,-0.303025114
議長,6,2.082188457,4.510741067,-5.514038785
