word,num,x,y,z
右側,3,0.3289026437,-0.8750433333,6.987325352
領域,3,-5.66840923,-2.524587926,4.301458257
海洋,3,0.2707444242,3.274465201,3.917957888
管轄,3,0.1263125054,11.73502709,0.6240186618
課外,3,1.572929281,0.6717303436,0.0153388436
タウン,3,4.317326969,3.540888185,4.534180331
咽頭,3,0.3830636274,-2.725612634,2.276933023
印象,3,-0.5792971213,-9.282017668,-4.125057247
れい,3,5.183542188,-0.04944910595,0.4693950777
心境,3,1.505376126,-3.866110364,-3.104454964
上位,3,-3.968624408,-0.6353534396,1.193661007
オオカミ,3,2.293632698,-1.900871651,-0.6258018594
黄,3,6.120937233,-2.163312106,1.259719511
標的,3,-2.009763598,-3.168031409,-0.8114498983
拡,3,-11.8578017,7.094436508,3.540254019
先輩,3,7.707588944,-2.844188027,-5.462679861
階段,3,0.2686063446,-2.464349391,5.326090588
フード,3,1.076455082,-1.142652282,2.210993371
定時,3,-0.4570621472,3.563880886,3.660323377
トレーニング,3,-2.79944829,-2.004001865,-1.19278671
めん,3,3.704217547,-0.4290993271,1.48267331
邪魔,3,-1.863517938,-4.317751553,-4.780629327
興行,3,0.5323009904,0.4071808676,-2.906268327
紀元,3,2.432933795,0.8318376603,-2.086034432
唐人,3,3.775308997,0.3740915713,-0.07193909525
耐性,3,-5.697464745,-5.007709962,2.596578466
改修,3,-6.189377042,7.895586557,4.879247811
知見,3,-2.889886838,-2.019200663,0.1816984831
可,3,1.813732165,-2.701085947,5.464043969
ニンニク,3,0.3197745969,-2.273071522,1.49176938
一転,3,-3.379594772,0.3071459656,-5.487365027
移住,3,-3.800732163,9.691218059,-8.718417441
再興,3,-1.066682266,5.638219804,-7.868823776
昇級,3,-1.045996888,1.323607308,-1.810035504
牧場,3,4.82523372,2.058025905,0.4466254661
リズム,3,-1.742816635,-7.028270429,0.6393563251
ディナー,3,1.888622519,-0.5636973128,0.1575816459
式場,3,3.431414431,0.2141961152,-0.3917873043
バウンド,3,-2.43793436,-0.3595881257,0.677090092
ドキュメント,3,1.826033069,-1.855083156,-0.009509992359
打破,3,-2.861677313,1.763305922,-4.021514374
兆候,3,-0.0311659123,-2.402082801,-0.3898488318
砂原,3,3.615297034,1.654013545,1.115702909
躊躇,3,-2.582809799,-1.869375584,-5.591226517
フットワーク,3,0.9078615419,-0.9557778422,0.426556399
入力,3,-10.33097407,-2.545550531,2.131908939
文言,3,-2.241012913,-1.915768393,-1.350473081
域,3,-0.6823911883,4.890279188,8.400700564
ヒット,3,-3.74489955,-2.699961917,-4.808429645
グラウンド,3,1.00465345,1.312071127,4.739141723
オレンジ,3,1.258254283,-0.4986192189,4.392688574
シンポジウム,3,1.059754168,2.141146919,-1.241105334
スペシャル,3,6.009977896,-1.841872401,-0.5655890126
飛,3,4.046290522,-4.568387027,1.14737637
星空,3,2.95708667,-1.262140016,0.4573391264
原爆,3,-0.1161047689,0.2272882628,-0.2839757125
成績,3,-1.913080698,-2.029421607,-1.064724239
模型,3,-0.8353819922,-2.017961789,4.622469325
難航,3,-4.95198725,4.238905309,-1.973373432
もみじ,3,4.029858539,1.912820609,1.738779905
中身,3,-1.117413885,-6.055604328,2.553685199
正規,3,-5.167230122,-0.6934187119,1.234761726
投影,3,-5.494415212,-1.872888699,1.684294865
意義,3,-3.032389185,-4.495783959,-1.002350001
接客,3,-1.84899675,0.7392442341,1.545235412
減,3,-8.850126893,-0.9536316622,3.741968517
肉食,3,-0.7470997162,-3.912046596,-0.04865909273
リバウンド,3,0.2396424788,-1.032008252,-0.6454565142
缶,3,-0.6658960797,-3.167918565,7.436644028
原理,3,-5.231562588,-5.523273683,0.7384241254
基盤,3,-2.517866848,1.904273422,1.585934178
均衡,3,-6.431670885,-1.354123782,-0.3129927127
捏造,3,-2.885841075,-0.3842669222,-4.548121494
退去,3,-3.01566534,6.224233003,-5.802495148
弊害,3,-2.62508038,-1.912965825,-1.012717125
アドバイス,3,-1.578976865,-2.858246747,-5.190614339
テナント,3,-1.896739764,2.42479828,3.287630793
テント,3,1.987012379,-1.423150096,2.582982185
調理,3,-5.209259501,-0.013641995,2.038279628
顧問,3,3.59277617,5.924470204,-6.198478867
造語,3,-1.905173101,-2.097100829,-2.197947473
フェスタ,2,3.616689847,1.856742779,1.871839374
のぞみ,2,3.277188362,0.7653836139,1.296571952
ブース,2,0.5974824925,0.1342891104,3.221173863
鑑定,2,-0.5911636865,-0.3332204651,-3.736871997
走行,2,-9.061778019,3.008294366,6.562606372
平素,2,1.337986294,-0.1530782795,-0.02954984953
リテラシー,2,0.1744486694,-0.1984470154,0.2579251741
胞,2,0.4448083038,-2.654392525,3.806523344
コーナー,2,1.760727203,-4.187727537,1.072612412
個性,2,-0.8861437761,-6.975527275,-2.890127239
最短,2,-1.527317626,1.081569158,2.845661606
ドミトリー,2,1.908736462,-0.002210824569,-0.6549734185
火山,2,0.3737576656,-0.1316376812,3.32126858
試練,2,1.308794779,-2.613698819,-2.355952223
進展,2,-6.312819962,2.307665164,-1.072929634
電力,2,-3.84997736,5.300772301,8.630690418
胃腸,2,0.7453481408,-0.8288287993,0.8962717996
洗,2,-0.9995066692,-3.200280313,0.8036428705
駐屯,2,1.43313796,9.189961802,-1.30507968
創立,2,2.064648848,9.47486781,-5.675945772
市政,2,1.864914571,1.035490646,0.3538378141
ラリアット,2,1.258396652,-1.419809267,0.3710298567
幹線,2,-1.186464587,5.709460779,10.34697291
喜,2,12.19456391,0.5243532808,-4.508125114
フライパン,2,0.7662801185,-1.731951249,1.877697519
星,2,6.703625995,-5.546340442,-0.1225600049
ファ,2,1.865987529,-0.3295924881,0.433654218
組曲,2,3.969220466,-1.439528876,0.6916942181
ボウリング,2,1.65170551,0.2460956551,1.700484573
嗜,2,2.400790118,-1.72882428,-1.117085926
室,2,7.181359697,2.882369368,7.429353957
消失,2,-5.945072604,-0.6487778087,-0.5490348614
先祖,2,3.379778875,-3.200991633,-3.701337377
ボトル,2,0.2847335557,-1.842003905,3.94235902
旬,2,4.475643317,-1.69911358,0.3678707796
高値,2,-2.446006083,-1.731943936,0.4400609492
ジョーク,2,0.5313355672,-4.517911747,-2.078842906
衣類,2,-0.3073121295,-2.097202206,2.651738451
破産,2,-4.962701184,4.450570842,-5.980989606
前進,2,-5.24231408,0.9075639916,0.0873870536
愛情,2,-0.2443287077,-7.587605776,-4.955537476
キャンプ,2,2.070638411,3.278584461,0.8109412318
ラビット,2,2.191572112,0.3409408734,0.4850009726
全滅,2,-4.65334415,0.9344972374,-4.620419509
離職,2,-2.420413743,2.097332439,-1.909282155
小口,2,0.9222237587,-0.5426793734,2.717608393
塊,2,-0.6949041773,-4.79991355,2.518561714
情,2,2.015548869,-4.976935056,-3.729695966
繁昌,2,2.834838095,0.4777513253,0.3791936982
氾濫,2,-2.738993076,1.738778299,0.08728136976
幸,2,12.62723385,-0.2235551887,-4.316358416
ストップ,2,-3.209162492,-0.08286779622,0.2511385653
カラフル,2,1.35495278,-2.594559307,1.788223546
モンスター,2,-2.478360361,-7.814530461,1.017382374
バイク,2,0.5952053204,-3.274997208,1.870060867
集配,2,0.3220319134,2.955545287,2.743728848
洋服,2,1.837526208,-1.680405361,1.388589047
ロープ,2,-2.052164757,-4.519402229,4.290705724
クィーン,2,2.08730843,0.1382884365,-0.06566758226
屋上,2,2.82422574,1.435774811,4.55848771
混在,2,-6.246777743,3.376841509,0.05251383177
コミュニティ,2,-1.695014379,2.177100839,0.7741243554
態度,2,-1.828389391,-6.824105168,-7.881087369
霊,2,5.866832615,-5.757141981,-4.2817456
コール,2,-2.378352526,-1.813926064,-1.932329032
論,2,-1.860387758,-4.138926886,-4.407550431
リアリティ,2,-0.08434900875,-2.894038144,-0.3251212274
オフ,2,0.03972863727,0.07760744583,-1.026378365
ブチ,2,1.740827024,-0.7873023619,0.6045415007
拘束,2,-9.081592741,1.740434294,-6.900064038
ファクター,2,0.8853241095,-0.5187413562,0.5006038555
突,2,1.94311849,-5.973646432,-1.431062552
コンビ,2,5.076014632,-3.874315272,-4.250377671
入社,2,1.531282037,5.899311491,-5.079834078
無形,2,3.595747778,1.323231956,0.885686762
武,2,10.78555883,4.447301836,-1.522378244
天敵,2,0.0289648478,-2.711610231,0.6655650305
古代,2,2.97376864,-1.548308425,-2.157267425
輪,2,5.233158322,-2.616938652,6.167106987
一連,2,-2.132612363,-1.305266044,-2.520963285
中毒,2,-2.525383816,-3.411614568,-3.062935787
ミニ,2,0.3673243281,0.57478974,3.380544873
開講,2,-2.948050624,3.736953336,-1.923064476
休講,2,1.036167091,0.5302698173,0.02100020308
ストーリー,2,-1.969418091,-8.249071846,-1.368861807
素人,2,2.153937947,-5.10618328,-2.693231409
特産,2,3.428468701,3.475274973,2.83910241
魅力,2,0.1269177928,-6.0956693,-2.287815315
ウォーキング,2,1.50606212,0.5925003607,0.7078496152
服用,2,-6.402209633,-0.05175113849,-3.333624843
減速,2,-8.63216218,-1.830487441,4.845329477
操業,2,-3.33214577,6.717843035,1.18636844
書店,2,6.54572059,0.9882446445,-1.382022539
コラボレーション,2,0.1751085874,-0.5460070844,-1.518656146
証,2,-6.395226415,2.108568337,-3.340324033
正論,2,1.679409691,0.1141392942,-0.7523753313
代謝,2,-6.932045413,-3.363708448,2.097087525
プロレス,2,2.464347931,-2.120230026,-4.417402138
植物,2,-0.4474974417,-4.539570869,3.476436946
なか,2,2.892413848,1.178484622,0.6594020747
驚異,2,-0.3481380678,-5.124627215,-0.9583350751
洗車,2,0.9351157759,0.9964785736,1.31911041
キズ,2,0.9512254816,-0.6467962084,0.8439648356
撥,2,1.459259094,-2.767448922,3.153469973
性病,2,0.3845701982,-0.669020165,0.1009095466
一文,2,0.9590955715,-2.364158055,-1.973574095
支障,2,-4.291423953,-1.838803333,3.061687609
ド,2,2.575829697,-1.598711875,0.7686218702
ブーム,2,0.2680633688,-2.80689575,-0.6873542932
ジ,2,1.735368658,0.2316707219,-0.7301502552
利子,2,-0.4460425913,-0.2069330374,-0.05722045421
プッシュ,2,-0.8852273015,-0.2054997983,0.6902441692
角度,2,-5.886434971,-7.289167636,7.101595534
ジャーナル,2,1.887919899,0.04958900447,-0.5377673419
失格,2,-2.286585491,-3.013850244,-3.52969821
ジョコビッチ,2,1.446564635,0.2917809163,0.1974576752
レス,2,0.7066673582,-0.7247057636,1.156983278
平時,2,-0.979577106,1.183455358,-0.5887204736
終焉,2,-0.5665338988,0.9608754813,-4.040688298
万能,2,0.9152809362,-2.667670384,0.1338329602
死去,2,1.801363309,6.585629907,-12.3745549
時勢,2,1.224023528,-0.507408561,-0.7742461741
トランペット,2,-0.05281307302,-2.578348505,1.25678529
ダーツ,2,1.348239577,-1.563978607,0.6741623471
たん,2,3.070336358,-0.1977409672,0.5558175725
ローカル,2,-1.552316623,2.395358872,4.984416064
プレハブ,2,0.953157261,0.8140421496,1.879383551
西洋,2,0.2527226284,-0.6765517233,0.760011271
トップページ,2,0.7304499406,-0.1026326131,0.931459784
オバケ,2,0.7077031214,-2.374126801,0.402579028
精油,2,-1.983606477,-1.58399212,2.34750964
賑,2,2.652477088,0.7079784923,-0.02517100829
いじめ,2,2.75380796,0.1775502407,-0.07204193558
判,2,-6.401110617,-2.369209233,-4.043733476
妄想,2,0.6938286413,-5.705909873,-2.905362178
クラスター,2,-1.015946159,-1.006976817,2.531614659
ボーナス,2,-3.03909698,-2.780432502,1.423236204
パニック,2,0.3158180461,-3.200834693,-1.781954896
補完,2,-6.995221076,2.791577259,0.3243031623
完璧,2,-0.7059388277,-6.851404316,-3.113268907
提示,2,-10.4761529,5.288893245,-6.762091708
原稿,2,-0.589992956,-4.303649887,-0.7654040896
正面,2,1.362149301,-2.061927716,5.427302357
フォワード,2,0.5572812422,-0.6497917222,-0.1391639477
賃借,2,-2.815146771,4.024030234,-1.619467656
背,2,2.445665729,-7.960044974,0.4360229269
紙面,2,-1.542597824,-1.081160149,1.588591342
手刀,2,1.02191792,-1.5598632,1.119142654
不在,2,0.8739196103,1.049201271,-5.151527924
追求,2,-8.093121014,-0.9876487092,-6.159790982
カテゴリー,2,-4.19181751,-1.52392115,1.822260679
ジュール,2,-0.4359770235,-0.8681458929,0.977736799
僧侶,2,2.474475197,-1.437471424,-4.767002121
サイ,2,2.092380021,-1.780757911,0.3997600011
ノー,2,1.318517572,-0.08369567202,-0.2179433214
レンガ,2,2.409098425,0.2413512978,5.623019705
餓死,2,-1.556310021,1.245921665,-3.880811765
スパイ,2,-0.5603573333,-1.2640463,-5.421265026
音響,2,-0.6630843542,-1.712912976,3.649732365
バイ,2,1.740659352,-0.9380944356,1.008304133
回,2,2.62408429,-0.436730313,0.8975442254
陰,2,5.254889171,-6.131634749,-1.412457625
倫理,2,-2.85361528,-2.028905108,-3.634851725
是,2,7.346992393,1.540530981,-3.807351708
非,2,-3.696817217,-1.09986187,2.598300821
セキュリティ,2,-4.61352484,0.407780543,2.630102246
ルック,2,1.555695525,0.0244866205,0.6347315787
開園,2,-0.5476038736,5.809895845,-0.5801046891
包括,2,-5.796857784,4.650793788,-1.569357317
とり,2,3.161050294,-0.6742803573,1.984137647
アンチ,2,1.807124687,-0.4938758069,0.1169029129
ミルク,2,1.102719826,-3.639777456,1.882393811
懇親,2,1.13166786,0.9796853925,-0.4104685034
同窓,2,4.151947372,2.433378755,-2.570124789
山中,2,9.211572524,2.840389006,0.02486633271
博士,2,5.950498286,-1.51502385,-4.298471036
スカ,2,1.70764842,-0.160715943,0.635680391
蓋,2,1.969755531,-4.288561735,4.665690306
ペース,2,-1.215658936,-4.566173998,0.6452558466
ヘリコプター,2,-3.265261671,-0.1851296389,4.43138877
部隊,2,-1.714542546,0.9575678676,0.3129489866
敢行,2,-2.117844227,2.708429331,-4.10449212
訂正,2,-5.81321272,-0.06851731777,-2.455690767
軽,2,-1.065545814,-1.593506147,4.893960457
創業,2,3.525556348,9.178727182,-4.081122689
侍,2,8.400185925,-0.7210664985,-3.895610271
イレブン,2,2.306463495,-0.2641900479,0.3583554904
ショールーム,2,1.238354751,1.036119916,1.809586974
ピンチ,2,0.8935914775,-4.485930069,-2.350822599
サポーター,2,-0.6937794001,-1.251564696,-2.045880758
後輩,2,7.0720193,-2.329334984,-4.662200756
ウド,2,3.027514251,-1.380114422,-0.168986199
タネ,2,1.54409201,-1.328662175,0.8299230367
納得,2,-4.083576353,-0.8287154828,-7.628401295
坊,2,12.01734293,-0.9208978036,-0.8738949411
海域,2,-3.292888549,0.4752300576,3.784653115
用途,2,-1.746435001,-0.8998439293,4.741005444
エンジン,2,-7.720664789,-3.483575257,7.708033137
育英,2,3.514943171,2.765994979,-0.5778963054
法案,2,-5.27701044,2.439916524,-2.937925613
水難,2,1.977306716,1.134671057,0.4119799822
十字架,2,1.670010346,-3.161687956,-0.3692770086
天使,2,5.255888855,-6.426684188,-2.460862733
水素,2,-5.442736,-4.590922498,6.181459741
ガス,2,-3.040448297,0.7628431203,7.131060276
苦行,2,0.9093152861,-0.9024740126,-0.6632194825
セブン,2,-0.02430974498,-3.230058357,-0.2858501195
パターン,2,-4.37235996,-7.924585527,4.326867127
統制,2,-6.427336897,5.557776002,-2.241313998
行列,2,0.03320995076,-3.351706078,3.064371677
ギャップ,2,-1.228123922,-3.892275536,1.199301082
廊,2,4.456347296,-1.606196155,4.522855869
熊,2,11.21281317,6.124509891,2.722516289
配付,2,-0.03004168635,1.781890193,-0.1125548724
商人,2,1.748555087,1.439435661,-3.794043112
官民,2,0.3463310331,1.754826587,0.007531847291
協定,2,-5.42471466,7.448052188,-1.164047963
カカオ,2,1.048076753,-0.3093105656,1.28894721
分類,2,-8.590649959,-0.4225159661,1.354619442
誓約,2,-0.4526404029,0.5661240282,-3.862472975
ステータス,2,-3.538164382,-5.407625152,2.069773977
時速,2,-1.898785447,-1.137806297,2.757220776
省令,2,-3.324487385,4.152196301,1.77130353
到達,2,-7.817545132,4.36619118,-1.697417644
丘,2,11.80734251,4.866108189,4.649614585
コツ,2,1.490611413,-1.838265293,-0.05086432341
ランプ,2,1.112102214,-0.2684952263,7.206523465
大腸,2,-2.5719879,-1.957921587,1.837535658
複合,2,-3.404601786,0.9777697658,5.902418019
クリーニング,2,1.012168513,0.4242571886,1.535332271
バラ,2,4.694266157,-2.944831035,0.802718343
防風,2,1.654499752,0.8180165857,1.943751933
美化,2,-0.7116382948,1.513344925,-0.6100925502
ごみ,2,1.872781769,2.18505299,3.141993521
シャンプー,2,1.559195371,-1.537039407,1.367285914
補,2,-1.385401146,0.4353966493,0.4222640296
軟式,2,1.708811922,0.9074537401,2.426309889
柄,2,1.513735059,-5.325568252,-0.02010520502
高揚,2,-2.396809967,0.1750281318,-4.72279538
表題,2,1.366794242,-1.838729783,-0.3735838366
キリン,2,2.199418427,-1.56541957,1.572980865
紅茶,2,1.729001004,-2.140727146,1.543376747
物件,2,-2.668657319,1.554987951,3.736889866
ローン,2,-1.463552694,1.338997577,0.7376089611
バトンタッチ,2,0.03140091672,1.21835347,-1.441106487
入室,2,-0.4443866879,1.037090324,-0.9373469595
演算,2,-6.748736465,-3.85597834,4.785045345
ろう,2,4.480624314,-0.4722566905,-0.7024061811
金策,2,1.566589469,1.300127157,0.2319177329
スキル,2,-3.960661105,-3.813481744,1.936405624
要件,2,-7.43083468,0.240311301,0.6722743818
パンフレット,2,0.6395235525,-0.01691800471,0.6940698697
機械,2,-5.331749136,-3.683597135,6.782156303
クリア,2,-9.913689444,-1.24948579,-1.55617764
アップル,2,-2.797372112,-0.1949045374,1.218768016
心肺,2,-0.6003871564,-0.6036356086,1.345663918
蘇生,2,-4.196811765,-1.038172578,-4.618563366
つまり,2,0.8775991435,-2.903118064,1.998743444
救命,2,-1.407850724,0.7377466646,0.2768217405
冷凍庫,2,0.8395100183,-0.3876296533,1.313733326
リニューアル,2,-4.694581758,4.638300531,1.984140616
セ,2,5.262794406,1.550434712,1.944541652
シオン,2,1.789876791,-0.1689750718,-0.7375041008
核酸,2,-2.172592071,-2.231924081,2.870362243
冷,2,-1.029485212,-5.222720568,0.7354268412
あん,2,3.303938373,-0.4478329419,1.023004686
ブリ,2,1.743886279,-0.3681113443,0.8985135655
デーリー,2,1.714189214,0.8671321628,1.216544075
文面,2,-0.475452548,-1.283958292,0.1652867074
品等,2,0.5724246262,0.2183224492,2.964300187
親善,2,1.677829361,3.696759573,-2.914115154
大使,2,4.934918626,4.537378232,-5.51258038
任期,2,-2.691552095,2.52593754,-3.990170332
森林,2,1.144559081,4.244589789,6.062622528
卵,2,-1.269334562,-7.099693876,2.660877352
リハビリテーション,2,1.03964669,0.882634565,0.9053013323
リード,2,-5.625925971,-1.282714444,-3.164727798
ヴォーリズ,2,2.018639195,0.7241409763,0.3263031773
山頂,2,2.892203818,0.6455170208,3.866258139
王子,2,8.404626268,0.2572764074,-2.44100022
リボン,2,2.027782107,-5.18487657,1.109643555
プライム,2,1.286186641,-0.09700774667,0.8330478854
増,2,-7.113369251,3.892463575,3.446336596
討伐,2,-0.01213659247,2.122528115,-8.346373984
ハワイアン,2,1.386472484,0.4974180358,0.3414928481
人道,2,-2.946351765,1.134945985,-3.749419616
地道,2,1.252801653,-0.9811226234,-0.7462942708
淵,2,9.736360506,1.646405155,-0.3111970156
リハビリ,2,-1.313238029,0.07017847727,-1.583771242
ばら,2,3.876114814,-0.2700453823,1.333654901
湯,2,11.17102472,2.568399003,4.419177557
もち,2,2.091327512,-0.03755706092,1.10414094
禄,2,4.857721848,1.389739657,-3.712527435
旦那,2,4.058883996,-1.596175182,-0.6438886696
代役,2,4.469968076,-0.3264021469,-4.603798757
負債,2,-2.837559399,2.159557219,-1.927041044
キング,2,2.316163157,-2.043103155,-2.019196104
バックナンバー,2,0.9197489703,0.110449356,0.4927522194
平常,2,0.6397653336,-0.5307338464,0.9855884681
フルーツ,2,1.361172376,-1.401231063,2.316878697
大福,2,3.222256481,0.02557577212,0.9284518031
法廷,2,-1.109576861,0.182950005,-4.948547061
和解,2,-4.305477488,1.634452636,-10.87267687
陳述,2,-0.5733329466,0.7195474931,-2.35441431
取扱,2,-4.581098504,4.14090651,4.717864001
出番,2,-0.39192928,-4.782366118,-1.705034347
言語,2,-6.185694194,-4.245054236,-0.07235827374
農業,2,0.7812244989,6.26595434,3.612855167
キレ,2,1.69889039,-4.691477589,-0.2236858035
資源,2,-6.292331724,1.691474971,5.080683352
着任,2,-0.8450254463,5.659564324,-5.705293572
助手,2,2.930812635,-2.506890051,-1.84248016
熱望,2,-0.9498790674,1.334851147,-3.325145358
工,2,4.299766914,3.800233108,6.019091641
決裂,2,-2.854579048,2.268591246,-5.576306735
親戚,2,3.35989082,-1.375476155,-4.043867333
ヒーロー,2,2.019441972,-6.240242555,-3.452974403
有限,2,0.8235163097,1.299407626,4.549223474
提起,2,-7.899883606,4.103440406,-6.945315186
西部,2,4.276067972,5.400747515,2.605791473
吉,2,15.14533289,4.152809119,-3.239522011
ペーパー,2,1.158601113,-0.1490778328,1.232816472
かい,2,1.445809581,-2.266161479,3.602866796
ムード,2,1.411342497,-1.733230957,-1.179901644
線上,2,5.051967445,1.41449225,7.666288442
遷移,2,-4.783795588,-0.9699184325,2.161202286
ギフト,2,1.088855848,0.167451791,0.8600385412
風潮,2,-2.27365379,-3.345368212,-2.964543051
ポジション,2,-2.106870929,-4.59973256,-0.2717240669
政局,2,-0.1935304377,1.994960968,-1.383799983
暴言,2,-0.1659554358,-2.726001126,-2.700873625
眼科,2,0.7689899694,0.07561617441,-0.004715187385
波及,2,-4.583230983,3.987453307,-2.983375965
学,2,5.391945264,6.126428218,-2.098949551
光波,2,0.3077013329,-0.7886626911,1.6786359
ミュージック,2,2.412920512,-0.1853051686,0.5471436097
主宰,2,2.459591109,4.491812122,-8.324621265
きく,2,-5.996662829,-4.429533469,3.452384021
下野,2,5.362487709,5.175946302,-2.176121346
美人,2,6.831877268,-5.014996674,-3.131985608
朝霞,2,2.521054268,3.009478303,2.425509147
直,2,3.992299244,1.856183532,-2.628129677
シングル,2,2.810834505,-4.087414401,-1.171969565
養育,2,-2.438451307,3.15548724,-6.501437257
器,2,-2.941366288,-7.887306744,11.43322979
カンファレンス,2,1.593773613,0.4909363017,1.403147272
反論,2,-5.438439081,-1.025998532,-9.074364222
アニソン,2,2.32610516,-0.4224131488,0.4062192961
打開,2,-3.972043121,3.047818466,-4.889499455
日日,2,4.132454517,2.54704662,0.8364343384
占領,2,-7.02068887,11.30888223,-7.296180147
アルカーイダ,2,-0.004195849764,0.242374192,-1.404381405
ボロボロ,2,1.234757844,-2.661388884,-0.08073613114
困惑,2,-2.510920776,-0.1071170471,-6.149903905
車載,2,0.5061242502,-0.05114150783,2.39540434
コバルト,2,1.145909194,-2.014587789,2.328588281
穀物,2,-2.011120878,0.3198612232,2.251466097
入園,2,-1.127338514,2.783137787,-0.2559634329
ジャンボ,2,3.901595772,0.3970408531,0.01818201195
代官,2,5.423098119,4.364378059,-1.695263003
北上,2,1.195699297,7.120088054,0.9284953934
テニス,2,3.090787516,-0.4820476455,-1.512958212
イチ,2,2.821851422,-0.5371435468,-0.3525537887
八幡宮,2,3.769758225,1.886827229,-0.1160954783
食物,2,-2.639803402,-4.332860929,2.490134684
永代,2,3.362239095,1.783885986,1.215715894
エンジニア,2,-0.1536099935,-0.2318695832,-1.086319982
ビーズ,2,1.225263532,-1.237750247,2.287767467
大字,2,9.258222277,4.724200561,4.044228947
ラップ,2,-0.8428654852,-2.626464183,0.2387689323
長文,2,0.7357047087,-0.6734721356,-0.6775987509
ば,2,1.190104571,-2.316564442,-2.379078104
競輪,2,4.669769103,6.164649339,1.192483905
手帖,2,4.40975775,-0.3819365222,-0.3981432759
アンコール,2,0.6197521128,-0.4990472837,-1.050812212
警備,2,-1.058498927,6.296661174,0.003698960714
癒,2,-0.9088229868,-1.643794038,-4.63343718
アスリート,2,1.834165045,-1.502524205,-1.260824992
暇,2,1.197581935,-3.485949285,-1.854290933
筋,2,3.808359707,-3.340101147,3.302778041
公安,2,0.2418876438,4.781088007,-2.753275673
兵,2,2.841057605,1.322527326,-3.425818751
スニーカー,2,1.27718802,-1.651267381,0.8243161445
フォーラム,2,2.109783166,4.053588321,-1.039658183
地銀,2,0.3931919812,2.20874852,0.7468451132
タレ,2,1.325814932,-1.837315062,1.364136136
ジャム,2,0.5930479243,-2.013303935,1.411706011
イチゴ,2,2.573512551,-1.606545304,1.847187697
一段,2,-0.242725925,-1.808937078,1.243732853
俳句,2,3.746264131,-2.059661134,-2.257002188
スライド,2,-5.61716107,-1.891649857,4.102504843
コム,2,1.746511917,0.2489276036,0.4443815347
ユニオン,2,4.682040344,1.554365997,-0.1980398609
カラクリ,2,2.176372742,-0.3376676232,0.3983529071
歓,2,0.2834699167,1.168359061,-7.237004347
鍼灸,2,1.287105734,-0.2538374727,0.1879940716
エナジー,2,1.456563589,0.5538095151,0.7301449924
スーパーマーケット,2,-0.7934290294,2.758320926,3.995519505
うなぎ,2,2.421922622,0.347832296,0.6581899758
理想,2,-1.142481704,-5.159479898,-3.525504244
輩,2,4.044687448,-2.41445578,-2.873667744
咄嗟,2,1.802414306,-1.133546703,-0.1022454413
タイマー,2,-1.404752074,-1.159030731,2.577893982
海軍,2,0.8989118623,5.393519776,-2.021399847
空母,2,-2.818754283,-0.5633985004,2.042788142
休息,2,-0.4315403956,0.5929065744,-0.07762609404
部外,2,1.576604447,0.5134249038,0.7697291799
禍,2,2.430975898,-2.283075563,-2.587241509
でき,2,0.4315953267,-4.653558297,9.14122104
傘下,2,0.5974117542,5.548185694,0.6024348905
ラウンド,2,-3.246912464,-2.460349121,1.364530013
プレーオフ,2,-2.362658535,-0.6736149537,-0.9712812695
邦人,2,1.140925833,1.357140775,-0.4268622964
姫,2,12.8672161,-0.4992432541,-1.069301455
諸島,2,-0.4777815861,2.902438945,0.9957468004
汚水,2,-0.8668972158,0.4590001175,2.261112331
中間,2,-1.396056529,0.6765516738,5.710203385
祭日,2,1.334848749,0.04953952864,0.278009862
再選,2,-3.555733037,2.676950864,-5.224601922
マ,2,2.674939469,-0.2001046072,0.40519084
恥,2,3.434110335,-5.865923071,-6.305970184
甲骨,2,1.794441949,-1.030869228,0.4878217068
ツボ,2,2.001617367,-2.419342957,0.8594905449
算,2,-4.918916636,2.364484107,0.3021072258
スクリーン,2,-2.796314176,-2.17892887,4.858690414
カイロプラクティック,2,0.7219294796,-0.03304324543,0.5251774581
適,2,-8.622941808,-2.429797995,1.331019024
ホールディングス,2,3.132520225,3.991953991,2.79795707
ログ,2,-1.639551452,-1.791639739,1.121183027
連,2,-0.9249829949,5.327243434,-0.9031407763
避,2,-1.078698829,-3.683032834,0.9398252387
多額,2,-3.681776009,1.504030067,-1.628078735
ケガ,2,-0.8859077178,-2.891792018,-2.559510443
外科,2,2.990769543,-2.236153021,-0.8242591932
罰則,2,-3.692169967,-0.4270630959,-0.748240806
建,2,4.856229316,8.369645622,-0.5979354458
サーカス,2,3.899850742,-2.043271747,-1.455578016
ドリーム,2,2.998894193,1.257108578,1.254094482
残,2,-4.281030898,0.7038235061,-3.17747081
イケ,2,2.567666739,-0.5377938568,0.2656543031
持論,2,-0.03323991843,-2.242389292,-1.704784473
ベル,2,-0.3343298676,-2.41907473,3.454820979
用心,2,2.605712364,-1.446183384,-0.630093679
筆頭,2,3.269896073,2.345376199,-2.580968944
静,2,4.289206495,1.090313152,2.747839873
ジョンズホプキンス,2,1.217797242,0.4178625117,0.3489163765
景色,2,1.548579383,-1.872835406,1.937429396
暴力,2,-1.730945837,-4.008026611,-6.230733262
解約,2,-4.63380352,1.769023228,-0.505108429
父母,2,1.784657272,-1.365757587,-4.585668718
聖,2,9.660201514,-0.6703553047,-3.704976064
農園,2,2.004610442,1.672619557,1.573760382
